"elapsed_s","gpu_util_percent","gpu_mem_used_mib","gpu_mem_total_mib","working_set_gib"
"219.74","70","14625","16376","53.918"
"220.83","62","14625","16376","53.92"
"221.9","72","14625","16376","53.922"
"222.99","72","14625","16376","53.922"
"224.06","100","14625","16376","53.923"
"225.13","71","14625","16376","53.923"
"226.21","63","14625","16376","53.925"
"227.29","62","14625","16376","53.925"
"228.35","100","14625","16376","53.925"
"229.42","100","14625","16376","53.926"
"230.48","91","14625","16376","53.926"
"231.56","100","14625","16376","53.926"
"232.64","52","14625","16376","53.926"
"233.72","56","14625","16376","53.926"
"234.79","100","14625","16376","53.926"
"235.85","100","14625","16376","53.928"
"236.94","100","14625","16376","53.939"
"238.02","100","14625","16376","53.941"
"239.1","60","14625","16376","53.941"
"240.18","100","14625","16376","53.941"
"241.27","100","14625","16376","53.945"
"242.36","93","14625","16376","53.948"
"243.45","95","14625","16376","53.948"
"244.54","100","14625","16376","53.948"
"245.61","63","14625","16376","53.948"
"246.68","69","14625","16376","53.95"
"247.76","93","14625","16376","53.95"
"248.85","100","14625","16376","53.957"
"249.93","67","14625","16376","53.957"
"251.01","59","14625","16376","53.957"
"252.09","65","14625","16376","53.957"
"253.17","78","14625","16376","53.957"
"254.26","88","14625","16376","53.957"
"255.33","100","14625","16376","53.959"
"256.4","50","14625","16376","53.961"
"257.49","64","14625","16376","53.961"
"258.58","100","14625","16376","53.961"
"259.65","100","14625","16376","53.964"
"260.74","83","14625","16376","53.964"
"261.8","94","14625","16376","53.964"
"262.89","61","14625","16376","53.964"
"263.96","100","14625","16376","53.964"
"265.05","97","14625","16376","53.959"
"266.11","100","14625","16376","53.965"
"267.21","74","14625","16376","53.965"
"268.29","67","14625","16376","53.965"
"269.37","63","14625","16376","53.965"
"270.44","62","14625","16376","53.965"
"271.51","24","14625","16376","53.965"
"272.59","100","14625","16376","53.965"
"273.67","81","14625","16376","53.965"
"274.74","78","14625","16376","53.965"
"275.83","58","14625","16376","53.965"
"276.92","100","14625","16376","53.965"
"277.99","100","14625","16376","53.966"
"279.07","73","14625","16376","53.968"
"280.16","68","14625","16376","53.968"
"281.23","64","14625","16376","53.968"
"282.32","85","14625","16376","53.968"
"283.41","75","14625","16376","53.968"
"284.48","100","14625","16376","53.986"
"285.56","69","14625","16376","54.067"
"286.63","58","14625","16376","54.115"
"287.72","58","14625","16376","54.148"
"288.81","100","14625","16376","54.164"
"289.88","53","14625","16376","54.166"
"290.97","78","14625","16376","54.171"
"292.05","61","14625","16376","54.187"
"293.12","100","14625","16376","54.195"
"294.21","72","14625","16376","54.199"
"295.28","59","14625","16376","54.202"
"296.37","100","14625","16376","54.202"
"297.44","100","14625","16376","54.202"
"298.52","61","14625","16376","54.204"
"299.62","100","14625","16376","54.201"
"300.69","100","14625","16376","54.209"
"301.76","91","14625","16376","54.209"
"302.83","100","14625","16376","54.209"
"303.92","61","14625","16376","54.209"
"304.99","71","14625","16376","54.211"
"306.06","59","14625","16376","54.211"
"307.13","100","14625","16376","54.211"
"308.22","72","14625","16376","54.213"
"309.3","68","14625","16376","54.213"
"310.37","99","14625","16376","54.213"
"311.46","90","14625","16376","54.213"
"312.53","72","14625","16376","54.215"
"313.6","24","14625","16376","54.216"
"314.7","93","14625","16376","54.218"
"315.79","83","14625","16376","54.222"
"316.88","61","14625","16376","54.222"
"317.96","61","14625","16376","54.222"
"319.04","100","14625","16376","54.222"
"320.13","64","14625","16376","54.222"
"321.19","99","14625","16376","54.223"
"322.29","73","14625","16376","54.233"
"323.37","62","14625","16376","54.236"
"324.43","58","14625","16376","54.236"
"325.51","100","14625","16376","54.236"
"326.6","61","14625","16376","54.236"
"327.69","95","14625","16376","54.239"
"328.76","100","14625","16376","54.241"
"329.83","88","14625","16376","54.25"
"330.92","64","14625","16376","54.252"
"332.01","100","14625","16376","54.252"
"333.1","62","14625","16376","54.252"
"334.18","100","14625","16376","54.258"
"335.26","44","14625","16376","54.259"
"336.32","91","14625","16376","54.259"
"337.4","67","14625","16376","54.259"
"338.48","66","14625","16376","54.259"
"339.55","59","14625","16376","54.259"
"340.64","100","14625","16376","54.263"
"341.75","73","14625","16376","54.259"
"342.82","100","14625","16376","54.324"
"343.91","70","14625","16376","54.371"
"345","100","14625","16376","54.386"
"346.09","61","14625","16376","54.401"
"347.16","55","14625","16376","54.404"
"348.25","68","14625","16376","54.404"
"349.34","100","14625","16376","54.404"
"350.41","100","14625","16376","54.408"
"351.48","100","14625","16376","54.417"
"352.57","100","14625","16376","54.421"
"353.64","62","14625","16376","54.423"
"354.73","89","14625","16376","54.425"
"355.81","100","14625","16376","54.426"
"356.88","53","14625","16376","54.426"
"357.98","68","14625","16376","54.428"
"359.04","100","14625","16376","54.431"
"360.13","100","14625","16376","54.431"
"361.22","100","14625","16376","54.431"
"362.31","57","14625","16376","54.431"
"363.4","90","14625","16376","54.431"
"364.46","75","14625","16376","54.431"
"365.55","88","14625","16376","54.431"
"366.63","100","14625","16376","54.432"
"367.71","100","14625","16376","54.432"
"368.78","100","14625","16376","54.432"
"369.87","60","14625","16376","54.432"
"370.95","52","14625","16376","54.432"
"372.04","100","14625","16376","54.432"
"373.11","62","14625","16376","54.432"
"374.2","100","14625","16376","54.432"
"375.27","93","14625","16376","54.434"
"376.34","100","14625","16376","54.437"
"377.43","59","14625","16376","54.437"
"378.5","73","14625","16376","54.437"
"379.59","100","14625","16376","54.437"
"380.67","72","14625","16376","54.439"
"381.76","100","14625","16376","54.44"
"382.83","90","14625","16376","54.44"
"383.92","100","14625","16376","54.444"
"385","50","14625","16376","54.446"
"386.08","57","14625","16376","54.446"
"387.16","100","14625","16376","54.446"
"388.24","62","14625","16376","54.446"
"389.31","100","14625","16376","54.449"
"390.39","100","14625","16376","54.449"
"391.48","61","14625","16376","54.454"
"392.57","100","14625","16376","54.454"
"393.66","88","14625","16376","54.454"
"394.73","59","14625","16376","54.454"
"395.81","92","14625","16376","54.454"
"396.88","18","14625","16376","54.477"
"397.97","69","14625","16376","54.545"
"399.04","76","14625","16376","54.589"
"400.13","100","14625","16376","54.608"
"401.22","68","14625","16376","54.62"
"402.29","52","14625","16376","54.621"
"403.36","61","14625","16376","54.623"
"404.46","49","14625","16376","54.631"
"405.54","57","14625","16376","54.635"
"406.62","100","14625","16376","54.638"
"407.71","100","14625","16376","54.638"
"408.78","63","14625","16376","54.64"
"409.87","100","14625","16376","54.642"
"410.95","82","14625","16376","54.642"
"412.02","100","14625","16376","54.642"
"413.1","71","14625","16376","54.648"
"414.17","65","14625","16376","54.648"
"415.28","100","14625","16376","54.649"
"416.35","100","14625","16376","54.649"
"417.44","57","14625","16376","54.649"
"418.52","100","14625","16376","54.649"
"419.61","100","14625","16376","54.649"
"420.69","57","14625","16376","54.649"
"421.76","61","14625","16376","54.649"
"422.82","100","14625","16376","54.649"
"423.9","100","14625","16376","54.649"
"424.98","68","14625","16376","54.649"
"426.06","100","14625","16376","54.649"
"427.14","54","14625","16376","54.649"
"428.22","46","14625","16376","54.649"
"429.3","95","14625","16376","54.651"
"430.37","100","14625","16376","54.651"
"431.46","54","14625","16376","54.88"
"432.54","62","14625","16376","55.058"
"433.63","53","14625","16376","55.088"
"434.72","53","14625","16376","55.088"
"435.81","54","14625","16376","55.088"
"436.89","0","14625","16376","55.112"
"437.97","7","14625","16376","55.211"
"439.05","0","14625","16376","55.211"
"440.16","81","14661","16376","55.201"
"441.27","45","14661","16376","55.434"
"442.38","37","14661","16376","55.563"
"443.48","37","14661","16376","55.71"
"444.61","33","14661","16376","55.864"
"445.71","45","14661","16376","55.951"
"446.81","41","14661","16376","56.051"
"447.92","24","14661","16376","56.133"
"449.01","40","14661","16376","56.234"
"450.12","41","14661","16376","56.32"
"451.22","32","14661","16376","56.348"
"452.32","45","14661","16376","56.416"
"453.43","41","14661","16376","56.468"
"454.52","45","14661","16376","56.539"
"455.63","31","14661","16376","56.564"
"456.71","44","7569","16376","55.013"
"457.8","0","14327","16376","56.542"
"458.87","0","14327","16376","56.549"
"459.96","17","14327","16376","56.653"
"461.04","0","14327","16376","56.66"
"462.13","1","14327","16376","56.669"
"463.24","42","14331","16376","56.584"
"464.34","34","14331","16376","56.584"
"465.44","35","14331","16376","56.584"
"466.56","40","14331","16376","56.584"
"467.68","32","14331","16376","56.584"
"468.78","34","14331","16376","56.584"
"469.88","43","14331","16376","56.584"
"470.99","28","14331","16376","56.584"
"472.1","26","14331","16376","56.584"
"473.2","45","14331","16376","56.584"
"474.29","34","14331","16376","56.584"
"475.4","45","14331","16376","56.584"
"476.51","27","14331","16376","56.584"
"477.62","34","14331","16376","56.584"
"478.73","30","14331","16376","56.584"
"479.8","0","491","16376","51.118"
"480.89","0","491","16376","41.518"
"481.96","0","491","16376","32.115"
"483.02","0","491","16376","22.503"
"484.09","0","491","16376","12.956"
"485.18","0","491","16376","3.292"
