run,token_index,context_tokens,decode_ms,sampling_ms,loop_ms
0,0,144,55.6059,2.4048,58.0107
0,1,145,59.097,2.2478,61.3448
0,2,146,57.9789,1.977,59.9559
0,3,147,59.7694,2.1166,61.886
0,4,148,67.7595,1.4865,69.246
