run,token_index,context_tokens,decode_ms,sampling_ms,loop_ms
0,0,8192,56.894,2.0297,58.9237
0,1,8193,89.4716,1.373,90.8446
0,2,8194,75.1379,2.0717,77.2096
0,3,8195,56.5413,1.4984,58.0397
0,4,8196,55.5487,1.8577,57.4064
0,5,8197,57.3611,1.346,58.7071
0,6,8198,56.9895,1.9304,58.9199
0,7,8199,57.0129,1.6353,58.6482
0,8,8200,54.1399,1.3736,55.5135
0,9,8201,73.9877,1.5486,75.5363
0,10,8202,59.017,1.7781,60.7951
0,11,8203,58.074,2.2277,60.3017
0,12,8204,56.3053,1.2746,57.5799
0,13,8205,55.5231,1.5165,57.0396
0,14,8206,57.3171,2.0089,59.326
0,15,8207,62.9935,2.6601,65.6536
0,16,8208,66.4686,1.5685,68.0371
0,17,8209,70.503,1.3977,71.9007
0,18,8210,72.473,1.7928,74.2658
0,19,8211,59.8196,1.5559,61.3755
