graph_id,node_index,op,fused_nodes,worker_us,barrier_us,name,src0,src1
2,91,MUL_MAT,0,55,29,"node_400","blk.2.hc_attn_down.weight","hc_norm-2"
2,92,SCALE,0,1,2,"node_401","node_400",""
2,93,UNARY,0,0,6,"node_402","node_401",""
2,94,MUL_MAT,0,63,6,"node_403","blk.2.hc_attn_up.weight","node_402"
2,95,UNARY,0,31,0,"hc_gate-2","node_403",""
2,96,MUL,0,5,0,"node_405","hc_norm-2","hc_gate-2"
2,99,CONT,0,0,3," (reshaped) (view) (cont)"," (reshaped) (view)",""
2,101,ADD,0,1,1,"node_410"," (reshaped) (view) (cont)"," (reshaped) (view)"
2,103,ADD,0,2,1,"node_412","node_410"," (reshaped) (view)"
2,105,ADD,0,1,9,"node_414","node_412"," (reshaped) (view)"
2,106,SCALE,0,1,1,"hc_mixed-2","node_414",""
2,109,SCALE,0,0,3,"cache_r_l2 (reshaped) (view) (view)","cache_r_l2 (reshaped) (view)",""
2,110,GET_ROWS,0,9,1,"node_419","cache_r_l2 (reshaped)"," (view)"
2,111,GET_ROWS,0,0,2,"node_420","cache_r_l2 (reshaped)"," (view)"
2,113,CPY,0,0,2,"cache_r_l2 (view) (copy of )","node_420","cache_r_l2 (view)"
2,115,MUL_MAT,0,503,17,"node_424","blk.2.attn_qkv.weight","hc_mixed-2"
2,118,CONCAT,0,67,1,"node_427","conv_state_at-2","linear_attn_qkv_mixed-2 (transposed)"
2,120,CONT,0,1,7," (view) (cont)"," (view)",""
2,122,CPY,0,1,4,"cache_r_l2 (view) (copy of  (view) (cont))"," (view) (cont)","cache_r_l2 (view)"
2,125,SCALE,0,0,1,"cache_s_l2 (reshaped) (view) (view)","cache_s_l2 (reshaped) (view)",""
2,126,GET_ROWS,0,274,1,"node_435","cache_s_l2 (reshaped)"," (view)"
2,127,GET_ROWS,0,0,5,"node_436","cache_s_l2 (reshaped)"," (view)"
2,129,CPY,0,0,2,"cache_s_l2 (view) (copy of )","node_436","cache_s_l2 (view)"
2,130,SSM_CONV,0,4,2,"conv_output_raw-2","node_427","blk.2.ssm_conv1d.weight"
2,131,UNARY,0,4,0,"conv_output_silu-2","conv_output_raw-2",""
2,133,L2_NORM,0,0,2,"q_conv_predelta-2","q_conv-2",""
2,135,L2_NORM,0,0,2,"k_conv_predelta-2","k_conv-2",""
2,137,MUL_MAT,0,9,5,"node_446","blk.2.ssm_alpha.weight","hc_mixed-2"
2,139,ADD,0,1,2,"node_448","alpha-2","blk.2.ssm_dt.bias"
2,140,UNARY,0,1,0,"a_softplus-2","node_448",""
2,141,MUL,0,0,1,"gate-2","a_softplus-2","blk.2.ssm_a"
2,143,MUL_MAT,0,7,5,"node_452","blk.2.ssm_beta.weight","hc_mixed-2"
2,145,UNARY,0,0,3,"beta_sigmoid-2","beta-2",""
2,147,GATED_DELTA_NET,0,72,24,"node_456","q_conv_predelta-2","k_conv_predelta-2"
2,150,CPY,0,9,23,"cache_s_l2 (view) (copy of new_state-2)","new_state-2","cache_s_l2 (view)"
2,152,RMS_NORM,0,1,1,"norm-2","attn_output-2",""
3,0,MUL_MAT,0,294,7,"z-2","blk.2.attn_gate.weight","hc_mixed-2"
3,2,UNARY,0,2,2,"node_465","z-2 (reshaped)",""
3,3,MUL,0,1,2,"node_466","CPU#node_462#0","node_465"
3,5,MUL_MAT,0,259,66,"linear_attn_out-2","blk.2.ssm_out.weight","final_output-2"
3,8,REPEAT,0,2,11,"node_471","linear_attn_out-2 (reshaped) (reshaped)",""
3,9,MUL_MAT,0,8,16,"hc_inject-2","blk.2.hc_attn_inject.weight","hc_norm-2"
3,10,SCALE,0,0,1,"node_473","hc_inject-2",""
3,11,UNARY,0,0,2,"node_474","node_473",""
3,12,SCALE,0,0,9,"node_475","node_474",""
3,14,MUL,0,2,2,"node_477","node_471"," (reshaped)"
3,15,ADD,0,2,1,"hc_combine-2","l_last-1","node_477"
3,16,RMS_NORM,0,2,2,"node_479","hc_combine-2",""
3,18,MUL,0,5,1,"hc_norm-2"," (reshaped)","blk.2.hc_ffn_norm.weight"
3,19,MUL_MAT,0,50,24,"node_482","blk.2.hc_ffn_down.weight","hc_norm-2"
3,20,SCALE,0,0,1,"node_483","node_482",""
3,21,UNARY,0,1,1,"node_484","node_483",""
3,22,MUL_MAT,0,62,6,"node_485","blk.2.hc_ffn_up.weight","node_484"
3,23,UNARY,0,30,1,"hc_gate-2","node_485",""
3,24,MUL,0,5,0,"node_487","hc_norm-2","hc_gate-2"
3,27,CONT,0,1,2," (reshaped) (view) (cont)"," (reshaped) (view)",""
3,29,ADD,0,1,0,"node_492"," (reshaped) (view) (cont)"," (reshaped) (view)"
3,31,ADD,0,1,0,"node_494","node_492"," (reshaped) (view)"
3,33,ADD,0,1,1,"node_496","node_494"," (reshaped) (view)"
3,34,SCALE,0,0,9,"ffn_moe_inp-2","node_496",""
3,35,MUL_MAT,0,97,3,"ffn_moe_logits-2","blk.2.ffn_gate_inp.weight","ffn_moe_inp-2"
3,36,SOFT_MAX,0,3,1,"ffn_moe_probs-2","ffn_moe_logits-2",""
3,38,ARGSORT,0,21,1,"ffn_moe_argsort-2","ffn_moe_probs-2",""
3,40,GET_ROWS,0,0,2,"ffn_moe_weights-2","ffn_moe_probs-2 (reshaped)","ffn_moe_topk-2"
3,42,SUM_ROWS,0,0,2,"ffn_moe_weights_sum-2","ffn_moe_weights-2 (reshaped)",""
3,43,CLAMP,0,0,2,"ffn_moe_weights_sum_clamped-2","ffn_moe_weights_sum-2",""
3,44,DIV,0,0,2,"ffn_moe_weights_norm-2","ffn_moe_weights-2 (reshaped)","ffn_moe_weights_sum_clamped-2"
3,47,MUL_MAT_ID,0,150,77,"ffn_moe_gate-2","blk.2.ffn_gate_exps.weight","ffn_moe_inp-2 (reshaped)"
3,48,MUL_MAT_ID,0,125,101,"ffn_moe_up-2","blk.2.ffn_up_exps.weight","ffn_moe_inp-2 (reshaped)"
3,49,GLU,0,1,1,"ffn_moe_swiglu-2","ffn_moe_gate-2","ffn_moe_up-2"
3,50,MUL_MAT_ID,0,285,54,"ffn_moe_down-2","blk.2.ffn_down_exps.weight","ffn_moe_swiglu-2"
