run,token_index,context_tokens,decode_ms,sampling_ms,loop_ms
0,0,1024,52.5933,2.0439,54.6372
0,1,1025,90.3308,1.3651,91.6959
0,2,1026,77.5239,1.504,79.0279
0,3,1027,53.299,1.6193,54.9183
0,4,1028,55.0429,2.1803,57.2232
0,5,1029,52.8385,1.5545,54.393
0,6,1030,51.0863,1.5419,52.6282
0,7,1031,55.0181,1.5472,56.5653
0,8,1032,57.3837,2.4398,59.8235
0,9,1033,57.0343,1.6547,58.689
0,10,1034,57.4834,1.3947,58.8781
0,11,1035,57.6906,2.361,60.0516
0,12,1036,55.0548,1.5603,56.6151
0,13,1037,54.5443,1.3845,55.9288
0,14,1038,55.088,1.5814,56.6694
0,15,1039,74.7857,1.3434,76.1291
0,16,1040,55.4472,1.4479,56.8951
0,17,1041,55.1017,2.1496,57.2513
0,18,1042,60.0304,2.1622,62.1926
0,19,1043,51.0531,2.075,53.1281
