run,token_index,context_tokens,decode_ms,sampling_ms,loop_ms
0,0,16384,59.5443,1.4748,61.0191
0,1,16385,89.6239,2.403,92.0269
0,2,16386,81.7583,2.2428,84.0011
0,3,16387,64.2262,2.0662,66.2924
0,4,16388,62.761,1.632,64.393
0,5,16389,64.8313,1.4346,66.2659
0,6,16390,62.422,2.3253,64.7473
0,7,16391,63.3759,2.329,65.7049
0,8,16392,57.4812,1.3203,58.8015
0,9,16393,60.8054,2.1547,62.9601
0,10,16394,64.1403,2.0074,66.1477
0,11,16395,65.7976,1.4116,67.2092
0,12,16396,56.7579,1.4005,58.1584
0,13,16397,59.5745,1.4647,61.0392
0,14,16398,57.4085,2.4656,59.8741
0,15,16399,62.0264,1.5262,63.5526
0,16,16400,60.5919,2.0183,62.6102
0,17,16401,62.0226,1.6095,63.6321
0,18,16402,73.6889,2.2101,75.899
0,19,16403,62.8863,1.3846,64.2709
