run,token_index,context_tokens,decode_ms,sampling_ms,loop_ms
0,0,512,64.2021,1.8809,66.083
0,1,513,85.5753,1.4986,87.0739
0,2,514,81.2208,1.5721,82.7929
0,3,515,51.5863,1.3496,52.9359
0,4,516,54.3294,2.2109,56.5403
0,5,517,52.679,2.0279,54.7069
0,6,518,55.097,1.5278,56.6248
0,7,519,53.3796,1.5894,54.969
0,8,520,55.8921,1.5262,57.4183
0,9,521,54.1133,1.3199,55.4332
0,10,522,55.3037,1.5216,56.8253
0,11,523,54.1352,1.5157,55.6509
0,12,524,54.9947,2.4865,57.4812
0,13,525,53.7708,1.3715,55.1423
0,14,526,52.5521,1.9601,54.5122
0,15,527,74.607,1.5653,76.1723
0,16,528,58.7824,1.391,60.1734
0,17,529,55.2264,1.536,56.7624
0,18,530,60.2834,1.4878,61.7712
0,19,531,50.8773,1.5524,52.4297
