"elapsed_s","gpu_util_percent","gpu_mem_used_mib","gpu_mem_total_mib","working_set_gib"
"68.56","63","15087","16376","52.639"
"69.65","60","15087","16376","52.653"
"70.72","61","15087","16376","52.696"
"71.82","73","15087","16376","52.721"
"72.9","73","15087","16376","52.773"
"73.99","58","15087","16376","52.786"
"75.08","51","15087","16376","52.803"
"76.17","71","15087","16376","52.839"
"77.25","92","15087","16376","52.842"
"78.34","100","15087","16376","52.853"
"79.43","93","15087","16376","52.853"
"80.52","61","15087","16376","52.853"
"81.6","93","15087","16376","52.856"
"82.68","92","15087","16376","52.864"
"83.77","62","15087","16376","52.866"
"84.85","95","15087","16376","52.869"
"85.93","91","15087","16376","52.876"
"87.02","98","15087","16376","52.883"
"88.1","79","15087","16376","52.898"
"89.18","100","15087","16376","52.9"
"90.26","62","15087","16376","52.9"
"91.33","67","15087","16376","52.902"
"92.43","85","15087","16376","52.919"
"93.52","62","15087","16376","52.928"
"94.62","58","15087","16376","52.93"
"95.7","100","15087","16376","52.932"
"96.78","67","15087","16376","52.939"
"97.86","86","15087","16376","52.939"
"98.95","100","15087","16376","52.945"
"100.04","100","15087","16376","52.945"
"101.13","60","15087","16376","52.952"
"102.22","98","15087","16376","52.952"
"103.31","61","15087","16376","52.965"
"104.37","63","15087","16376","52.965"
"105.46","58","15087","16376","52.968"
"106.55","100","15087","16376","52.972"
"107.64","62","15087","16376","52.977"
"108.73","71","15087","16376","52.983"
"109.8","76","15087","16376","52.994"
"110.89","63","15087","16376","52.994"
"111.97","61","15087","16376","52.998"
"113.05","17","15087","16376","52.999"
"114.12","82","15087","16376","52.999"
"115.21","61","15087","16376","52.999"
"116.28","73","15087","16376","52.999"
"117.34","62","15087","16376","53.008"
"118.41","100","15087","16376","53.01"
"119.5","83","15087","16376","53.01"
"120.59","81","15087","16376","53.01"
"121.68","63","15087","16376","53.01"
"122.77","85","15087","16376","53.015"
"123.84","95","15087","16376","53.015"
"124.92","87","15087","16376","53.018"
"126.01","100","15087","16376","53.02"
"127.09","62","15087","16376","53.02"
"128.18","62","15087","16376","53.025"
"129.24","100","15087","16376","53.027"
"130.32","63","15087","16376","53.057"
"131.39","63","15087","16376","53.066"
"132.46","100","15087","16376","53.066"
"133.55","62","15087","16376","53.076"
"134.65","64","15087","16376","53.08"
"135.74","94","15087","16376","53.086"
"136.8","82","15087","16376","53.09"
"137.87","62","15087","16376","53.094"
"138.96","81","15087","16376","53.094"
"140.05","99","15087","16376","53.099"
"141.13","100","15087","16376","53.099"
"142.22","73","15087","16376","53.103"
"143.31","61","15087","16376","53.106"
"144.39","65","15087","16376","53.107"
"145.46","61","15087","16376","53.108"
"146.53","49","15087","16376","53.109"
"147.63","95","15087","16376","53.11"
"148.71","59","15087","16376","53.113"
"149.8","54","15087","16376","53.113"
"150.9","63","15087","16376","53.115"
"152","75","15087","16376","53.11"
"153.09","70","15087","16376","53.291"
"154.18","95","15087","16376","53.5"
"155.26","59","15087","16376","53.577"
"156.35","95","15087","16376","53.612"
"157.44","58","15087","16376","53.625"
"158.51","65","15087","16376","53.628"
"159.59","100","15087","16376","53.649"
"160.66","95","15087","16376","53.662"
"161.74","79","15087","16376","53.718"
"162.81","93","15087","16376","53.742"
"163.9","65","15087","16376","53.749"
"164.99","63","15087","16376","53.755"
"166.08","87","15087","16376","53.77"
"167.17","63","15087","16376","53.781"
"168.24","100","15087","16376","53.781"
"169.33","86","15087","16376","53.781"
"170.41","100","15087","16376","53.781"
"171.5","64","15087","16376","53.781"
"172.59","100","15087","16376","53.783"
"173.68","88","15087","16376","53.789"
"174.76","91","15087","16376","53.789"
"175.85","64","15087","16376","53.791"
"176.94","74","15087","16376","53.791"
"178.02","64","15087","16376","53.791"
"179.09","66","15087","16376","53.796"
"180.17","100","15087","16376","53.796"
"181.24","84","15087","16376","53.796"
"182.3","87","15087","16376","53.796"
"183.38","65","15087","16376","53.796"
"184.48","100","15087","16376","53.796"
"185.56","64","15087","16376","53.796"
"186.63","23","15087","16376","53.826"
"187.7","100","15087","16376","53.98"
"188.78","57","15087","16376","54.041"
"189.87","100","15087","16376","54.084"
"190.96","62","15087","16376","54.089"
"192.05","57","15087","16376","54.091"
"193.14","100","15087","16376","54.098"
"194.24","51","15087","16376","54.103"
"195.32","82","15087","16376","54.134"
"196.41","60","15087","16376","54.188"
"197.5","88","15087","16376","54.198"
"198.58","55","15087","16376","54.201"
"199.66","60","15087","16376","54.203"
"200.75","65","15087","16376","54.21"
"201.82","85","15087","16376","54.22"
"202.91","100","15087","16376","54.222"
"203.99","100","15087","16376","54.227"
"205.08","100","15087","16376","54.229"
"206.15","59","15087","16376","54.232"
"207.24","60","15087","16376","54.234"
"208.33","100","15087","16376","54.234"
"209.4","95","15087","16376","54.237"
"210.48","100","15087","16376","54.237"
"211.55","100","15087","16376","54.243"
"212.64","64","15087","16376","54.243"
"213.73","82","15087","16376","54.243"
"214.81","62","15087","16376","54.243"
"215.89","100","15087","16376","54.249"
"216.96","100","15087","16376","54.249"
"218.03","75","15087","16376","54.249"
"219.11","73","15087","16376","54.249"
"220.2","61","15087","16376","54.249"
"221.29","100","15087","16376","54.249"
"222.35","76","15087","16376","54.249"
"223.44","93","15087","16376","54.25"
"224.53","100","15087","16376","54.261"
"225.62","82","15087","16376","54.263"
"226.74","100","15087","16376","54.263"
"227.83","60","15087","16376","54.263"
"228.92","100","15087","16376","54.263"
"229.99","88","15087","16376","54.266"
"231.06","100","15087","16376","54.269"
"232.13","100","15087","16376","54.269"
"233.22","62","15087","16376","54.269"
"234.31","100","15087","16376","54.269"
"235.39","66","15087","16376","54.271"
"236.46","100","15087","16376","54.272"
"237.52","100","15087","16376","54.272"
"238.58","92","15087","16376","54.278"
"239.65","100","15087","16376","54.278"
"240.74","69","15087","16376","54.278"
"241.81","63","15087","16376","54.278"
"242.9","100","15087","16376","54.278"
"243.98","99","15087","16376","54.284"
"245.06","100","15087","16376","54.284"
"246.14","100","15087","16376","54.284"
"247.22","61","15087","16376","54.286"
"248.29","95","15087","16376","54.286"
"249.38","66","15087","16376","54.286"
"250.47","100","15087","16376","54.287"
"251.53","98","15087","16376","54.287"
"252.6","100","15087","16376","54.287"
"253.68","100","15087","16376","54.287"
"254.77","100","15087","16376","54.287"
"255.86","60","15087","16376","54.289"
"256.95","100","15087","16376","54.289"
"258.02","29","15087","16376","54.29"
"259.11","91","15087","16376","54.29"
"260.2","67","15087","16376","54.29"
"261.28","100","15087","16376","54.29"
"262.37","59","15087","16376","54.29"
"263.45","61","15087","16376","54.29"
"264.52","100","15087","16376","54.292"
"265.64","66","15087","16376","54.323"
"266.72","100","15087","16376","54.392"
"267.81","61","15087","16376","54.446"
"268.87","61","15087","16376","54.472"
"269.96","99","15087","16376","54.483"
"271.04","100","15087","16376","54.483"
"272.13","100","15087","16376","54.485"
"273.21","100","15087","16376","54.487"
"274.29","100","15087","16376","54.504"
"275.37","100","15087","16376","54.514"
"276.45","91","15087","16376","54.52"
"277.52","76","15087","16376","54.529"
"278.61","64","15087","16376","54.531"
"279.69","56","15087","16376","54.531"
"280.77","64","15087","16376","54.534"
"281.86","100","15087","16376","54.536"
"282.93","7","15087","16376","54.539"
"284","100","15087","16376","54.542"
"285.07","100","15087","16376","54.542"
"286.16","74","15087","16376","54.542"
"287.23","69","15087","16376","54.542"
"288.32","100","15087","16376","54.542"
"289.4","63","15087","16376","54.542"
"290.49","100","15087","16376","54.536"
"291.56","94","15087","16376","54.542"
"292.63","81","15087","16376","54.544"
"293.71","100","15087","16376","54.547"
"294.8","63","15087","16376","54.547"
"295.87","64","15087","16376","54.547"
"296.95","100","15087","16376","54.549"
"298.01","65","15087","16376","54.549"
"299.08","100","15087","16376","54.549"
"300.15","100","15087","16376","54.549"
"301.23","64","15087","16376","54.551"
"302.3","100","15087","16376","54.554"
"303.39","100","15087","16376","54.556"
"304.47","61","15087","16376","54.556"
"305.55","64","15087","16376","54.556"
"306.61","100","15087","16376","54.556"
"307.7","85","15087","16376","54.559"
"308.79","76","15087","16376","54.567"
"309.86","84","15087","16376","54.574"
"310.95","100","15087","16376","54.578"
"312.03","71","15087","16376","54.578"
"313.1","62","15087","16376","54.578"
"314.18","61","15087","16376","54.581"
"315.27","100","15087","16376","54.583"
"316.34","91","15087","16376","54.583"
"317.41","69","15087","16376","54.587"
"318.5","100","15087","16376","54.592"
"319.58","100","15087","16376","54.592"
"320.67","64","15087","16376","54.592"
"321.75","100","15087","16376","54.594"
"322.82","65","15087","16376","54.594"
"323.9","100","15087","16376","54.616"
"324.97","100","15087","16376","54.662"
"326.04","61","15087","16376","54.683"
"327.13","94","15087","16376","54.698"
"328.22","64","15087","16376","54.709"
"329.29","62","15087","16376","54.711"
"330.37","60","15087","16376","54.711"
"331.45","78","15087","16376","54.718"
"332.54","100","15087","16376","54.72"
"333.61","100","15087","16376","54.731"
"334.69","92","15087","16376","54.731"
"335.78","100","15087","16376","54.739"
"336.85","59","15087","16376","54.742"
"337.92","59","15087","16376","54.744"
"339","91","15087","16376","54.748"
"340.08","100","15087","16376","54.748"
"341.17","100","15087","16376","54.748"
"342.24","100","15087","16376","54.748"
"343.32","100","15087","16376","54.749"
"344.41","100","15087","16376","54.749"
"345.48","78","15087","16376","54.751"
"346.55","100","15087","16376","54.753"
"347.63","64","15087","16376","54.753"
"348.72","100","15087","16376","54.753"
"349.81","80","15087","16376","54.753"
"350.87","72","15087","16376","54.753"
"351.96","100","15087","16376","54.754"
"353.04","91","15087","16376","54.754"
"354.11","90","15087","16376","54.754"
"355.2","62","15087","16376","54.754"
"356.27","100","15087","16376","54.754"
"357.38","100","15087","16376","54.754"
"358.47","100","15087","16376","54.754"
"359.55","60","15087","16376","54.758"
"360.64","100","15087","16376","54.759"
"361.72","97","15087","16376","54.759"
"362.79","100","15087","16376","54.759"
"363.88","89","15087","16376","54.759"
"364.95","62","15087","16376","54.759"
"366.02","60","15087","16376","54.759"
"367.08","81","15087","16376","54.761"
"368.17","100","15087","16376","54.765"
"369.24","100","15087","16376","54.766"
"370.32","89","15087","16376","54.768"
"371.41","100","15087","16376","54.77"
"372.5","69","15087","16376","54.776"
"373.58","100","15087","16376","54.776"
"374.67","100","15087","16376","54.776"
"375.75","61","15087","16376","54.776"
"376.82","100","15087","16376","54.776"
"377.91","100","15087","16376","54.771"
"379","100","15087","16376","54.858"
"380.07","61","15087","16376","54.906"
"381.16","84","15087","16376","54.95"
"382.24","60","15087","16376","54.964"
"383.33","60","15087","16376","54.968"
"384.42","64","15087","16376","54.973"
"385.49","62","15087","16376","54.975"
"386.56","61","15087","16376","54.977"
"387.63","65","15087","16376","54.981"
"388.7","100","15087","16376","54.989"
"389.77","92","15087","16376","54.99"
"390.87","100","15087","16376","54.992"
"391.93","72","15087","16376","54.994"
"393.03","100","15087","16376","54.994"
"394.12","100","15087","16376","54.994"
"395.2","100","15087","16376","54.994"
"396.27","74","15087","16376","54.994"
"397.34","100","15087","16376","54.996"
"398.41","100","15087","16376","54.991"
"399.5","94","15087","16376","54.997"
"400.59","100","15087","16376","54.997"
"401.68","71","15087","16376","54.999"
"402.77","64","15087","16376","54.999"
"403.84","63","15087","16376","54.999"
"404.92","99","15087","16376","55.001"
"406.01","100","15087","16376","55.001"
"407.1","100","15087","16376","55.001"
"408.16","0","15087","16376","55.099"
"409.23","73","15087","16376","55.284"
"410.32","59","15087","16376","55.4"
"411.41","100","15087","16376","55.428"
"412.49","59","15087","16376","55.437"
"413.57","60","15087","16376","55.437"
"414.63","100","15087","16376","55.437"
"415.71","0","15087","16376","55.452"
"416.8","4","15087","16376","55.505"
"417.88","0","15087","16376","55.505"
"419","9","15087","16376","55.478"
"420.1","36","15119","16376","55.693"
"421.21","45","15119","16376","55.824"
"422.31","18","15119","16376","55.972"
"423.41","41","15119","16376","56.132"
"424.52","45","15119","16376","56.249"
"425.61","33","15119","16376","56.35"
"426.72","45","15119","16376","56.416"
"427.83","41","15119","16376","56.489"
"428.94","30","15119","16376","56.604"
"430.07","37","15119","16376","56.642"
"431.17","27","15119","16376","56.678"
"432.29","49","15119","16376","56.738"
"433.4","30","15119","16376","56.769"
"434.51","35","15119","16376","56.837"
"435.62","26","15119","16376","56.876"
"436.71","0","14785","16376","56.828"
"437.78","0","14785","16376","56.835"
"438.87","5","14785","16376","56.894"
"439.96","0","14785","16376","56.901"
"441.05","0","14785","16376","56.91"
"442.17","94","14789","16376","56.873"
"443.27","40","14789","16376","56.873"
"444.38","28","14789","16376","56.873"
"445.48","28","14789","16376","56.874"
"446.6","29","14789","16376","56.874"
"447.72","33","14789","16376","56.874"
"448.83","40","14789","16376","56.874"
"449.93","37","14789","16376","56.874"
"451.04","37","14789","16376","56.874"
"452.14","41","14789","16376","56.874"
"453.26","29","14789","16376","56.874"
"454.38","34","14789","16376","56.874"
"455.48","45","14789","16376","56.874"
"456.6","45","14789","16376","56.874"
"457.71","45","14789","16376","56.874"
"458.79","0","487","16376","52.541"
"459.86","0","487","16376","43.079"
"460.94","0","487","16376","33.586"
"462.01","0","487","16376","24.056"
"463.08","0","487","16376","14.735"
"464.16","0","487","16376","5.33"
