run,token_index,context_tokens,decode_ms,sampling_ms,loop_ms
0,0,239,148.181,4.6129,152.793
0,1,240,154.877,4.827,159.704
0,2,241,144.688,4.0759,148.764
0,3,242,145.908,4.4877,150.396
0,4,243,144.499,4.3074,148.806
0,5,244,147.909,4.7991,152.708
0,6,245,150.095,4.5248,154.619
0,7,246,142.187,5.2377,147.425
0,8,247,152.778,4.0511,156.829
0,9,248,147.674,4.3537,152.027
