run,token_index,context_tokens,decode_ms,sampling_ms,loop_ms
0,0,4096,55.8053,2.4207,58.226
0,1,4097,86.7681,1.8067,88.5748
0,2,4098,83.8351,1.3585,85.1936
0,3,4099,56.1953,1.289,57.4843
0,4,4100,54.9473,2.0388,56.9861
0,5,4101,56.0819,1.545,57.6269
0,6,4102,54.2408,1.3284,55.5692
0,7,4103,54.8463,1.259,56.1053
0,8,4104,57.6447,2.1953,59.84
0,9,4105,67.3898,1.4076,68.7974
0,10,4106,55.9508,1.8924,57.8432
0,11,4107,55.4231,1.6729,57.096
0,12,4108,55.4725,1.6371,57.1096
0,13,4109,55.0688,2.3088,57.3776
0,14,4110,54.9974,1.3737,56.3711
0,15,4111,54.5712,1.3162,55.8874
0,16,4112,52.6398,2.5729,55.2127
0,17,4113,56.6487,1.5649,58.2136
0,18,4114,54.2376,1.3588,55.5964
0,19,4115,71.2168,1.3432,72.56
