graph_id,node_index,op,fused_nodes,worker_us,barrier_us,graph_elapsed_us,name,src0,src1
0,0,GET_ROWS,0,3,8,11,"model.input_embed","token_embd.weight","inp_tokens"
1,5,MUL_MAT,0,318,15,651,"linear_attn_out-0","blk.0.ssm_out.weight","final_output-0"
1,34,SCALE,0,0,1,924,"ffn_moe_inp-0","node_104",""
1,70,ADD,0,2,1,1714,"ffn_moe_out-0","node_140","ffn_moe_weighted-0 (view)"
1,93,MUL_MAT,0,34,2,2650,"ffn_shexp-0","blk.0.ffn_down_shexp.weight","ffn_swiglu-0"
1,96,MUL,0,3,0,2662,"ffn_shexp_gated-0","ffn_shexp-0","shared_expert_gate_sigmoid-0"
1,97,ADD,0,1,1,2665,"ffn_out-0","ffn_moe_out-0","ffn_shexp_gated-0"
2,5,MUL_MAT,0,312,18,641,"linear_attn_out-1","blk.1.ssm_out.weight","final_output-1"
2,34,SCALE,0,0,1,906,"ffn_moe_inp-1","node_342",""
2,70,ADD,0,2,0,1707,"ffn_moe_out-1","node_378","ffn_moe_weighted-1 (view)"
2,74,MUL_MAT,0,31,6,1826,"ffn_shexp-1","blk.1.ffn_down_shexp.weight","ffn_swiglu-1"
2,77,MUL,0,3,1,1837,"ffn_shexp_gated-1","ffn_shexp-1","shared_expert_gate_sigmoid-1"
2,78,ADD,0,1,1,1839,"ffn_out-1","ffn_moe_out-1","ffn_shexp_gated-1"
3,5,MUL_MAT,0,288,54,683,"linear_attn_out-2","blk.2.ssm_out.weight","final_output-2"
3,34,SCALE,0,0,10,1004,"ffn_moe_inp-2","node_496",""
3,70,ADD,0,1,1,2428,"ffn_moe_out-2","node_532","ffn_moe_weighted-2 (view)"
3,74,MUL_MAT,0,31,16,2559,"ffn_shexp-2","blk.2.ffn_down_shexp.weight","ffn_swiglu-2"
3,77,MUL,0,1,1,2568,"ffn_shexp_gated-2","ffn_shexp-2","shared_expert_gate_sigmoid-2"
3,78,ADD,0,1,1,2570,"ffn_out-2","ffn_moe_out-2","ffn_shexp_gated-2"
4,38,MUL_MAT,0,158,158,552,"attn_output-3","blk.3.attn_output.weight","attn_gated-3"
4,66,SCALE,0,0,17,891,"ffn_moe_inp-3","node_683",""
4,102,ADD,0,1,1,1719,"ffn_moe_out-3","node_719","ffn_moe_weighted-3 (view)"
4,106,MUL_MAT,0,21,20,1840,"ffn_shexp-3","blk.3.ffn_down_shexp.weight","ffn_swiglu-3"
4,109,MUL,0,2,0,1848,"ffn_shexp_gated-3","ffn_shexp-3","shared_expert_gate_sigmoid-3"
