run,token_index,context_tokens,decode_ms,sampling_ms,loop_ms
0,299,538,77.4267,1.2447,78.6714
0,300,539,74.8188,1.3949,76.2137
0,301,540,71.9098,1.2661,73.1759
0,302,541,81.5966,1.2823,82.8789
0,303,542,77.009,1.2648,78.2738
0,304,543,74.2732,2.0746,76.3478
0,305,544,73.1309,1.2666,74.3975
0,306,545,75.7252,1.22,76.9452
0,307,546,75.2866,1.2876,76.5742
0,308,547,75.0269,2.2273,77.2542
0,309,548,73.6344,1.2413,74.8757
0,310,549,75.2065,1.2734,76.4799
0,311,550,81.6839,1.2333,82.9172
0,312,551,78.5629,1.4588,80.0217
0,313,552,79.4142,1.5836,80.9978
0,314,553,78.9692,1.4888,80.458
0,315,554,76.7862,1.293,78.0792
0,316,555,79.7415,1.2595,81.001
0,317,556,78.8597,2.4374,81.2971
0,318,557,76.2519,2.2455,78.4974
0,319,558,83.81,1.2258,85.0358
0,320,559,81.712,1.4374,83.1494
0,321,560,79.9161,2.3502,82.2663
0,322,561,76.7397,1.281,78.0207
0,323,562,78.1367,1.316,79.4527
0,324,563,75.2109,1.4088,76.6197
0,325,564,79.1008,1.9929,81.0937
0,326,565,71.8641,1.4311,73.2952
0,327,566,84.3128,1.3058,85.6186
0,328,567,78.4556,1.9704,80.426
0,329,568,75.5578,2.2954,77.8532
0,330,569,77.9141,1.5146,79.4287
0,331,570,75.9233,1.4887,77.412
0,332,571,77.7231,1.2871,79.0102
0,333,572,71.338,1.4847,72.8227
0,334,573,76.9115,1.2932,78.2047
0,335,574,73.2049,1.2092,74.4141
0,336,575,78.735,1.4758,80.2108
0,337,576,78.1213,1.9165,80.0378
0,338,577,79.5573,1.3132,80.8705
0,339,578,82.1834,1.6345,83.8179
0,340,579,80.8478,1.2425,82.0903
0,341,580,83.8466,2.0816,85.9282
0,342,581,72.7809,1.4801,74.261
0,343,582,77.9774,1.4817,79.4591
0,344,583,78.7302,1.7081,80.4383
0,345,584,78.0424,1.5774,79.6198
0,346,585,79.8163,1.7126,81.5289
0,347,586,77.7606,1.4259,79.1865
0,348,587,81.2929,1.831,83.1239
0,349,588,80.6967,2.0243,82.721
0,350,589,83.9404,1.2802,85.2206
0,351,590,72.5335,2.046,74.5795
0,352,591,77.5148,1.4286,78.9434
0,353,592,80.4835,2.0802,82.5637
0,354,593,78.8145,1.5605,80.375
0,355,594,81.595,1.3275,82.9225
0,356,595,77.0135,1.4999,78.5134
